date,region,disease,cases
2019-08-11,Region II (Cagayan Valley),Dengue,657
2019-08-18,Region II (Cagayan Valley),Dengue,599
2019-08-25,Region II (Cagayan Valley),Dengue,578
2019-09-01,Region II (Cagayan Valley),Dengue,568
2019-09-08,Region II (Cagayan Valley),Dengue,485
2019-09-15,Region II (Cagayan Valley),Dengue,481
2019-09-22,Region II (Cagayan Valley),Dengue,306
2019-09-29,Region II (Cagayan Valley),Dengue,312
2019-10-06,Region II (Cagayan Valley),Dengue,309
2019-10-13,Region II (Cagayan Valley),Dengue,322
2019-10-20,Region II (Cagayan Valley),Dengue,281
2019-10-27,Region II (Cagayan Valley),Dengue,290
2019-11-03,Region II (Cagayan Valley),Dengue,246
2019-11-10,Region II (Cagayan Valley),Dengue,246
2019-11-17,Region II (Cagayan Valley),Dengue,280
2019-11-24,Region II (Cagayan Valley),Dengue,185
2019-12-01,Region II (Cagayan Valley),Dengue,179
2019-12-08,Region II (Cagayan Valley),Dengue,129
2019-12-15,Region II (Cagayan Valley),Dengue,109
2019-12-22,Region II (Cagayan Valley),Dengue,81
2019-12-29,Region II (Cagayan Valley),Dengue,83
2020-01-05,Region II (Cagayan Valley),Dengue,108
2020-01-12,Region II (Cagayan Valley),Dengue,30
2020-01-19,Region II (Cagayan Valley),Dengue,89
2020-01-26,Region II (Cagayan Valley),Dengue,97
2020-02-02,Region II (Cagayan Valley),Dengue,79
2020-02-09,Region II (Cagayan Valley),Dengue,258
2020-02-16,Region II (Cagayan Valley),Dengue,57
2020-02-23,Region II (Cagayan Valley),Dengue,42
2020-03-01,Region II (Cagayan Valley),Dengue,41
2020-03-08,Region II (Cagayan Valley),Dengue,34
2020-03-15,Region II (Cagayan Valley),Dengue,21
2020-03-22,Region II (Cagayan Valley),Dengue,11
2020-03-29,Region II (Cagayan Valley),Dengue,10
2020-04-05,Region II (Cagayan Valley),Dengue,6
2020-04-12,Region II (Cagayan Valley),Dengue,4
2020-04-19,Region II (Cagayan Valley),Dengue,2
2020-04-26,Region II (Cagayan Valley),Dengue,6
2020-05-03,Region II (Cagayan Valley),Dengue,3
2020-05-10,Region II (Cagayan Valley),Dengue,5
2020-05-17,Region II (Cagayan Valley),Dengue,4
2020-05-24,Region II (Cagayan Valley),Dengue,3
2020-05-31,Region II (Cagayan Valley),Dengue,2
2020-06-07,Region II (Cagayan Valley),Dengue,8
2020-06-14,Region II (Cagayan Valley),Dengue,3
2020-06-21,Region II (Cagayan Valley),Dengue,9
2020-06-28,Region II (Cagayan Valley),Dengue,10
2020-07-05,Region II (Cagayan Valley),Dengue,10
2020-07-12,Region II (Cagayan Valley),Dengue,12
2020-07-19,Region II (Cagayan Valley),Dengue,15
2020-07-26,Region II (Cagayan Valley),Dengue,17
2020-08-02,Region II (Cagayan Valley),Dengue,25
2020-08-09,Region II (Cagayan Valley),Dengue,24
2020-08-16,Region II (Cagayan Valley),Dengue,24
2020-08-23,Region II (Cagayan Valley),Dengue,19
2020-08-30,Region II (Cagayan Valley),Dengue,16
2020-09-06,Region II (Cagayan Valley),Dengue,16
2020-09-13,Region II (Cagayan Valley),Dengue,17
2020-09-20,Region II (Cagayan Valley),Dengue,33
2020-09-27,Region II (Cagayan Valley),Dengue,43
2020-10-04,Region II (Cagayan Valley),Dengue,24
2020-10-11,Region II (Cagayan Valley),Dengue,45
2020-10-18,Region II (Cagayan Valley),Dengue,45
2020-10-25,Region II (Cagayan Valley),Dengue,44
2020-11-01,Region II (Cagayan Valley),Dengue,34
2020-11-08,Region II (Cagayan Valley),Dengue,31
2020-11-15,Region II (Cagayan Valley),Dengue,31
2020-11-22,Region II (Cagayan Valley),Dengue,22
2020-11-29,Region II (Cagayan Valley),Dengue,43
2020-12-06,Region II (Cagayan Valley),Dengue,31
2020-12-13,Region II (Cagayan Valley),Dengue,27
2020-12-20,Region II (Cagayan Valley),Dengue,16
2020-12-27,Region II (Cagayan Valley),Dengue,22
2021-01-03,Region II (Cagayan Valley),Dengue,13
2021-01-10,Region II (Cagayan Valley),Dengue,4
2016-01-10,Region III (Central Luzon),Dengue,552
2016-01-17,Region III (Central Luzon),Dengue,407
2016-01-24,Region III (Central Luzon),Dengue,484
2016-01-31,Region III (Central Luzon),Dengue,533
2016-02-07,Region III (Central Luzon),Dengue,531
2016-02-14,Region III (Central Luzon),Dengue,497
2016-02-21,Region III (Central Luzon),Dengue,399
2016-02-28,Region III (Central Luzon),Dengue,321
2016-03-06,Region III (Central Luzon),Dengue,282
2016-03-13,Region III (Central Luzon),Dengue,246
2016-03-20,Region III (Central Luzon),Dengue,195
2016-03-27,Region III (Central Luzon),Dengue,160
2016-04-03,Region III (Central Luzon),Dengue,162
2016-04-10,Region III (Central Luzon),Dengue,167
2016-04-17,Region III (Central Luzon),Dengue,118
2016-04-24,Region III (Central Luzon),Dengue,102
2016-05-01,Region III (Central Luzon),Dengue,97
2016-05-08,Region III (Central Luzon),Dengue,66
2016-05-15,Region III (Central Luzon),Dengue,83
2016-05-22,Region III (Central Luzon),Dengue,60
2016-05-29,Region III (Central Luzon),Dengue,59
2016-06-05,Region III (Central Luzon),Dengue,65
2016-06-12,Region III (Central Luzon),Dengue,72
2016-06-19,Region III (Central Luzon),Dengue,98
2016-06-26,Region III (Central Luzon),Dengue,128
2016-07-03,Region III (Central Luzon),Dengue,202
2016-07-10,Region III (Central Luzon),Dengue,230
2016-07-17,Region III (Central Luzon),Dengue,290
2016-07-24,Region III (Central Luzon),Dengue,418
2016-07-31,Region III (Central Luzon),Dengue,561
2016-08-07,Region III (Central Luzon),Dengue,616
2016-08-14,Region III (Central Luzon),Dengue,751
2016-08-21,Region III (Central Luzon),Dengue,761
2016-08-28,Region III (Central Luzon),Dengue,749
2016-09-04,Region III (Central Luzon),Dengue,843
2016-09-11,Region III (Central Luzon),Dengue,832
2016-09-18,Region III (Central Luzon),Dengue,752
2016-09-25,Region III (Central Luzon),Dengue,767
2016-10-02,Region III (Central Luzon),Dengue,717
2016-10-09,Region III (Central Luzon),Dengue,624
2016-10-16,Region III (Central Luzon),Dengue,642
2016-10-23,Region III (Central Luzon),Dengue,542
2016-10-30,Region III (Central Luzon),Dengue,630
2016-11-06,Region III (Central Luzon),Dengue,639
2016-11-13,Region III (Central Luzon),Dengue,564
2016-11-20,Region III (Central Luzon),Dengue,538
2016-11-27,Region III (Central Luzon),Dengue,466
2016-12-04,Region III (Central Luzon),Dengue,524
2016-12-11,Region III (Central Luzon),Dengue,587
2016-12-18,Region III (Central Luzon),Dengue,420
2016-12-25,Region III (Central Luzon),Dengue,440
2017-01-01,Region III (Central Luzon),Dengue,395
2017-01-08,Region III (Central Luzon),Dengue,580
2017-01-15,Region III (Central Luzon),Dengue,499
2017-01-22,Region III (Central Luzon),Dengue,430
2017-01-29,Region III (Central Luzon),Dengue,397
2017-02-05,Region III (Central Luzon),Dengue,368
2017-02-12,Region III (Central Luzon),Dengue,369
2017-02-19,Region III (Central Luzon),Dengue,286
2017-02-26,Region III (Central Luzon),Dengue,241
2017-03-05,Region III (Central Luzon),Dengue,303
2017-03-12,Region III (Central Luzon),Dengue,283
2017-03-19,Region III (Central Luzon),Dengue,201
2017-03-26,Region III (Central Luzon),Dengue,219
2017-04-02,Region III (Central Luzon),Dengue,162
2017-04-09,Region III (Central Luzon),Dengue,166
2017-04-16,Region III (Central Luzon),Dengue,105
2017-04-23,Region III (Central Luzon),Dengue,101
2017-04-30,Region III (Central Luzon),Dengue,110
2017-05-07,Region III (Central Luzon),Dengue,93
2017-05-14,Region III (Central Luzon),Dengue,98
2017-05-21,Region III (Central Luzon),Dengue,121
2017-05-28,Region III (Central Luzon),Dengue,118
2017-06-04,Region III (Central Luzon),Dengue,123
2017-06-11,Region III (Central Luzon),Dengue,170
2017-06-18,Region III (Central Luzon),Dengue,226
2017-06-25,Region III (Central Luzon),Dengue,237
2017-07-02,Region III (Central Luzon),Dengue,362
2017-07-09,Region III (Central Luzon),Dengue,559
2017-07-16,Region III (Central Luzon),Dengue,626
2017-07-23,Region III (Central Luzon),Dengue,769
2017-07-30,Region III (Central Luzon),Dengue,947
2017-08-06,Region III (Central Luzon),Dengue,952
2017-08-13,Region III (Central Luzon),Dengue,1354
2017-08-20,Region III (Central Luzon),Dengue,1369
2017-08-27,Region III (Central Luzon),Dengue,1089
2017-09-03,Region III (Central Luzon),Dengue,905
2017-09-10,Region III (Central Luzon),Dengue,929
2017-09-17,Region III (Central Luzon),Dengue,748
2017-09-24,Region III (Central Luzon),Dengue,681
2017-10-01,Region III (Central Luzon),Dengue,518
2017-10-08,Region III (Central Luzon),Dengue,540
2017-10-15,Region III (Central Luzon),Dengue,589
2017-10-22,Region III (Central Luzon),Dengue,530
2017-10-29,Region III (Central Luzon),Dengue,634
2017-11-05,Region III (Central Luzon),Dengue,569
2017-11-12,Region III (Central Luzon),Dengue,609
2017-11-19,Region III (Central Luzon),Dengue,615
2017-11-26,Region III (Central Luzon),Dengue,517
2017-12-03,Region III (Central Luzon),Dengue,482
2017-12-10,Region III (Central Luzon),Dengue,592
2017-12-17,Region III (Central Luzon),Dengue,559
2017-12-24,Region III (Central Luzon),Dengue,471
2017-12-31,Region III (Central Luzon),Dengue,284
2018-01-07,Region III (Central Luzon),Dengue,590
2018-01-14,Region III (Central Luzon),Dengue,616
2018-01-21,Region III (Central Luzon),Dengue,638
2018-01-28,Region III (Central Luzon),Dengue,653
2018-02-04,Region III (Central Luzon),Dengue,513
2018-02-11,Region III (Central Luzon),Dengue,507
2018-02-18,Region III (Central Luzon),Dengue,368
2018-02-25,Region III (Central Luzon),Dengue,441
2018-03-04,Region III (Central Luzon),Dengue,404
2018-03-11,Region III (Central Luzon),Dengue,343
2018-03-18,Region III (Central Luzon),Dengue,277
2018-03-25,Region III (Central Luzon),Dengue,213
2018-04-01,Region III (Central Luzon),Dengue,163
2018-04-08,Region III (Central Luzon),Dengue,172
2018-04-15,Region III (Central Luzon),Dengue,126
2018-04-22,Region III (Central Luzon),Dengue,134
2018-04-29,Region III (Central Luzon),Dengue,129
2018-05-06,Region III (Central Luzon),Dengue,139
2018-05-13,Region III (Central Luzon),Dengue,158
2018-05-20,Region III (Central Luzon),Dengue,201
2018-05-27,Region III (Central Luzon),Dengue,197
2018-06-03,Region III (Central Luzon),Dengue,216
2018-06-10,Region III (Central Luzon),Dengue,280
2018-06-17,Region III (Central Luzon),Dengue,257
2018-06-24,Region III (Central Luzon),Dengue,421
2018-07-01,Region III (Central Luzon),Dengue,537
2018-07-08,Region III (Central Luzon),Dengue,736
2018-07-15,Region III (Central Luzon),Dengue,1015
2018-07-22,Region III (Central Luzon),Dengue,1038
2018-07-29,Region III (Central Luzon),Dengue,1250
2018-08-05,Region III (Central Luzon),Dengue,1450
2018-08-12,Region III (Central Luzon),Dengue,1612
2018-08-19,Region III (Central Luzon),Dengue,1353
2018-08-26,Region III (Central Luzon),Dengue,1166
2018-09-02,Region III (Central Luzon),Dengue,1145
2018-09-09,Region III (Central Luzon),Dengue,1047
2018-09-16,Region III (Central Luzon),Dengue,971
2018-09-23,Region III (Central Luzon),Dengue,947
2018-09-30,Region III (Central Luzon),Dengue,916
2018-10-07,Region III (Central Luzon),Dengue,881
2018-10-14,Region III (Central Luzon),Dengue,884
2018-10-21,Region III (Central Luzon),Dengue,758
2018-10-28,Region III (Central Luzon),Dengue,779
2018-11-04,Region III (Central Luzon),Dengue,844
2018-11-11,Region III (Central Luzon),Dengue,795
2018-11-18,Region III (Central Luzon),Dengue,638
2018-11-25,Region III (Central Luzon),Dengue,582
2018-12-02,Region III (Central Luzon),Dengue,533
2018-12-09,Region III (Central Luzon),Dengue,562
2018-12-16,Region III (Central Luzon),Dengue,443
2018-12-23,Region III (Central Luzon),Dengue,442
2018-12-30,Region III (Central Luzon),Dengue,246
2019-01-06,Region III (Central Luzon),Dengue,0
2019-01-13,Region III (Central Luzon),Dengue,520
2019-01-20,Region III (Central Luzon),Dengue,644
2019-01-27,Region III (Central Luzon),Dengue,649
2019-02-03,Region III (Central Luzon),Dengue,582
2019-02-10,Region III (Central Luzon),Dengue,513
2019-02-17,Region III (Central Luzon),Dengue,328
2019-02-24,Region III (Central Luzon),Dengue,417
2019-03-03,Region III (Central Luzon),Dengue,323
2019-03-10,Region III (Central Luzon),Dengue,313
2019-03-17,Region III (Central Luzon),Dengue,212
2019-03-24,Region III (Central Luzon),Dengue,202
2019-03-31,Region III (Central Luzon),Dengue,180
2019-04-07,Region III (Central Luzon),Dengue,149
2019-04-14,Region III (Central Luzon),Dengue,108
2019-04-21,Region III (Central Luzon),Dengue,115
2019-04-28,Region III (Central Luzon),Dengue,88
2019-05-05,Region III (Central Luzon),Dengue,87
2019-05-12,Region III (Central Luzon),Dengue,94
2019-05-19,Region III (Central Luzon),Dengue,100
2019-05-26,Region III (Central Luzon),Dengue,147
2019-06-02,Region III (Central Luzon),Dengue,131
2019-06-09,Region III (Central Luzon),Dengue,245
2019-06-16,Region III (Central Luzon),Dengue,265
2019-06-23,Region III (Central Luzon),Dengue,291
2019-06-30,Region III (Central Luzon),Dengue,439
2019-07-07,Region III (Central Luzon),Dengue,592
2019-07-14,Region III (Central Luzon),Dengue,564
2019-07-21,Region III (Central Luzon),Dengue,553
2019-07-28,Region III (Central Luzon),Dengue,519
2019-08-04,Region III (Central Luzon),Dengue,1320
2019-08-11,Region III (Central Luzon),Dengue,1460
2019-08-18,Region III (Central Luzon),Dengue,1925
2019-08-25,Region III (Central Luzon),Dengue,1888
2019-09-01,Region III (Central Luzon),Dengue,2252
2019-09-08,Region III (Central Luzon),Dengue,2196
2019-09-15,Region III (Central Luzon),Dengue,2137
2019-09-22,Region III (Central Luzon),Dengue,1727
2019-09-29,Region III (Central Luzon),Dengue,1401
2019-10-06,Region III (Central Luzon),Dengue,1665
2019-10-13,Region III (Central Luzon),Dengue,1495
2019-10-20,Region III (Central Luzon),Dengue,1490
2019-10-27,Region III (Central Luzon),Dengue,1032
2019-11-03,Region III (Central Luzon),Dengue,521
2019-11-10,Region III (Central Luzon),Dengue,1072
2019-11-17,Region III (Central Luzon),Dengue,678
2019-11-24,Region III (Central Luzon),Dengue,732
2019-12-01,Region III (Central Luzon),Dengue,574
2019-12-08,Region III (Central Luzon),Dengue,650
2019-12-15,Region III (Central Luzon),Dengue,577
2019-12-22,Region III (Central Luzon),Dengue,572
2019-12-29,Region III (Central Luzon),Dengue,424
2020-01-05,Region III (Central Luzon),Dengue,258
2020-01-12,Region III (Central Luzon),Dengue,622
2020-01-19,Region III (Central Luzon),Dengue,1119
2020-01-26,Region III (Central Luzon),Dengue,860
2020-02-02,Region III (Central Luzon),Dengue,984
2020-02-09,Region III (Central Luzon),Dengue,927
2020-02-16,Region III (Central Luzon),Dengue,612
2020-02-23,Region III (Central Luzon),Dengue,568
2020-03-01,Region III (Central Luzon),Dengue,428
2020-03-08,Region III (Central Luzon),Dengue,334
2020-03-15,Region III (Central Luzon),Dengue,339
2020-03-22,Region III (Central Luzon),Dengue,193
2020-03-29,Region III (Central Luzon),Dengue,110
2020-04-05,Region III (Central Luzon),Dengue,72
2020-04-12,Region III (Central Luzon),Dengue,49
2020-04-19,Region III (Central Luzon),Dengue,44
2020-04-26,Region III (Central Luzon),Dengue,42
2020-05-03,Region III (Central Luzon),Dengue,34
2020-05-10,Region III (Central Luzon),Dengue,38
2020-05-17,Region III (Central Luzon),Dengue,48
2020-05-24,Region III (Central Luzon),Dengue,34
2020-05-31,Region III (Central Luzon),Dengue,47
2020-06-07,Region III (Central Luzon),Dengue,35
2020-06-14,Region III (Central Luzon),Dengue,71
2020-06-21,Region III (Central Luzon),Dengue,77
2020-06-28,Region III (Central Luzon),Dengue,97
2020-07-05,Region III (Central Luzon),Dengue,132
2020-07-12,Region III (Central Luzon),Dengue,142
2020-07-19,Region III (Central Luzon),Dengue,193
2020-07-26,Region III (Central Luzon),Dengue,231
2020-08-02,Region III (Central Luzon),Dengue,251
2020-08-09,Region III (Central Luzon),Dengue,271
2020-08-16,Region III (Central Luzon),Dengue,264
2020-08-23,Region III (Central Luzon),Dengue,220
2020-08-30,Region III (Central Luzon),Dengue,266
2020-09-06,Region III (Central Luzon),Dengue,274
2020-09-13,Region III (Central Luzon),Dengue,259
2020-09-20,Region III (Central Luzon),Dengue,269
2020-09-27,Region III (Central Luzon),Dengue,271
2020-10-04,Region III (Central Luzon),Dengue,254
2020-10-11,Region III (Central Luzon),Dengue,251
2020-10-18,Region III (Central Luzon),Dengue,257
2020-10-25,Region III (Central Luzon),Dengue,251
2020-11-01,Region III (Central Luzon),Dengue,264
2020-11-08,Region III (Central Luzon),Dengue,317
2020-11-15,Region III (Central Luzon),Dengue,319
2020-11-22,Region III (Central Luzon),Dengue,354
2020-11-29,Region III (Central Luzon),Dengue,477
2020-12-06,Region III (Central Luzon),Dengue,561
2020-12-13,Region III (Central Luzon),Dengue,506
2020-12-20,Region III (Central Luzon),Dengue,511
2020-12-27,Region III (Central Luzon),Dengue,584
2021-01-03,Region III (Central Luzon),Dengue,638
2021-01-10,Region III (Central Luzon),Dengue,456
2016-01-10,Region IV-A (CALABARZON),Dengue,900
2016-01-17,Region IV-A (CALABARZON),Dengue,689
2016-01-24,Region IV-A (CALABARZON),Dengue,728
2016-01-31,Region IV-A (CALABARZON),Dengue,676
2016-02-07,Region IV-A (CALABARZON),Dengue,607
2016-02-14,Region IV-A (CALABARZON),Dengue,542
2016-02-21,Region IV-A (CALABARZON),Dengue,466
2016-02-28,Region IV-A (CALABARZON),Dengue,420
2016-03-06,Region IV-A (CALABARZON),Dengue,385
2016-03-13,Region IV-A (CALABARZON),Dengue,340
2016-03-20,Region IV-A (CALABARZON),Dengue,347
2016-03-27,Region IV-A (CALABARZON),Dengue,255
2016-04-03,Region IV-A (CALABARZON),Dengue,226
2016-04-10,Region IV-A (CALABARZON),Dengue,226
2016-04-17,Region IV-A (CALABARZON),Dengue,212
2016-04-24,Region IV-A (CALABARZON),Dengue,174
2016-05-01,Region IV-A (CALABARZON),Dengue,147
2016-05-08,Region IV-A (CALABARZON),Dengue,160
2016-05-15,Region IV-A (CALABARZON),Dengue,144
2016-05-22,Region IV-A (CALABARZON),Dengue,124
2016-05-29,Region IV-A (CALABARZON),Dengue,139
2016-06-05,Region IV-A (CALABARZON),Dengue,146
2016-06-12,Region IV-A (CALABARZON),Dengue,154
2016-06-19,Region IV-A (CALABARZON),Dengue,185
2016-06-26,Region IV-A (CALABARZON),Dengue,293
2016-07-03,Region IV-A (CALABARZON),Dengue,276
2016-07-10,Region IV-A (CALABARZON),Dengue,345
2016-07-17,Region IV-A (CALABARZON),Dengue,419
2016-07-24,Region IV-A (CALABARZON),Dengue,548
2016-07-31,Region IV-A (CALABARZON),Dengue,682
2016-08-07,Region IV-A (CALABARZON),Dengue,768
2016-08-14,Region IV-A (CALABARZON),Dengue,801
2016-08-21,Region IV-A (CALABARZON),Dengue,840
2016-08-28,Region IV-A (CALABARZON),Dengue,809
2016-09-04,Region IV-A (CALABARZON),Dengue,996
2016-09-11,Region IV-A (CALABARZON),Dengue,815
2016-09-18,Region IV-A (CALABARZON),Dengue,831
2016-09-25,Region IV-A (CALABARZON),Dengue,812
2016-10-02,Region IV-A (CALABARZON),Dengue,641
2016-10-09,Region IV-A (CALABARZON),Dengue,738
2016-10-16,Region IV-A (CALABARZON),Dengue,642
2016-10-23,Region IV-A (CALABARZON),Dengue,575
2016-10-30,Region IV-A (CALABARZON),Dengue,579
2016-11-06,Region IV-A (CALABARZON),Dengue,516
2016-11-13,Region IV-A (CALABARZON),Dengue,592
2016-11-20,Region IV-A (CALABARZON),Dengue,459
2016-11-27,Region IV-A (CALABARZON),Dengue,456
2016-12-04,Region IV-A (CALABARZON),Dengue,433
2016-12-11,Region IV-A (CALABARZON),Dengue,438
2016-12-18,Region IV-A (CALABARZON),Dengue,344
2016-12-25,Region IV-A (CALABARZON),Dengue,242
2017-01-01,Region IV-A (CALABARZON),Dengue,234
2017-01-08,Region IV-A (CALABARZON),Dengue,460
2017-01-15,Region IV-A (CALABARZON),Dengue,398
2017-01-22,Region IV-A (CALABARZON),Dengue,322
2017-01-29,Region IV-A (CALABARZON),Dengue,350
2017-02-05,Region IV-A (CALABARZON),Dengue,323
2017-02-12,Region IV-A (CALABARZON),Dengue,342
2017-02-19,Region IV-A (CALABARZON),Dengue,273
2017-02-26,Region IV-A (CALABARZON),Dengue,305
2017-03-05,Region IV-A (CALABARZON),Dengue,251
2017-03-12,Region IV-A (CALABARZON),Dengue,248
2017-03-19,Region IV-A (CALABARZON),Dengue,224
2017-03-26,Region IV-A (CALABARZON),Dengue,204
2017-04-02,Region IV-A (CALABARZON),Dengue,179
2017-04-09,Region IV-A (CALABARZON),Dengue,137
2017-04-16,Region IV-A (CALABARZON),Dengue,102
2017-04-23,Region IV-A (CALABARZON),Dengue,140
2017-04-30,Region IV-A (CALABARZON),Dengue,89
2017-05-07,Region IV-A (CALABARZON),Dengue,104
2017-05-14,Region IV-A (CALABARZON),Dengue,121
2017-05-21,Region IV-A (CALABARZON),Dengue,89
2017-05-28,Region IV-A (CALABARZON),Dengue,121
2017-06-04,Region IV-A (CALABARZON),Dengue,134
2017-06-11,Region IV-A (CALABARZON),Dengue,139
2017-06-18,Region IV-A (CALABARZON),Dengue,231
2017-06-25,Region IV-A (CALABARZON),Dengue,311
2017-07-02,Region IV-A (CALABARZON),Dengue,379
2017-07-09,Region IV-A (CALABARZON),Dengue,429
2017-07-16,Region IV-A (CALABARZON),Dengue,564
2017-07-23,Region IV-A (CALABARZON),Dengue,696
2017-07-30,Region IV-A (CALABARZON),Dengue,659
2017-08-06,Region IV-A (CALABARZON),Dengue,709
2017-08-13,Region IV-A (CALABARZON),Dengue,772
2017-08-20,Region IV-A (CALABARZON),Dengue,775
2017-08-27,Region IV-A (CALABARZON),Dengue,865
2017-09-03,Region IV-A (CALABARZON),Dengue,627
2017-09-10,Region IV-A (CALABARZON),Dengue,697
2017-09-17,Region IV-A (CALABARZON),Dengue,584
2017-09-24,Region IV-A (CALABARZON),Dengue,612
2017-10-01,Region IV-A (CALABARZON),Dengue,529
2017-10-08,Region IV-A (CALABARZON),Dengue,513
2017-10-15,Region IV-A (CALABARZON),Dengue,532
2017-10-22,Region IV-A (CALABARZON),Dengue,546
2017-10-29,Region IV-A (CALABARZON),Dengue,639
2017-11-05,Region IV-A (CALABARZON),Dengue,625
2017-11-12,Region IV-A (CALABARZON),Dengue,679
2017-11-19,Region IV-A (CALABARZON),Dengue,613
2017-11-26,Region IV-A (CALABARZON),Dengue,718
2017-12-03,Region IV-A (CALABARZON),Dengue,668
2017-12-10,Region IV-A (CALABARZON),Dengue,709
2017-12-17,Region IV-A (CALABARZON),Dengue,634
2017-12-24,Region IV-A (CALABARZON),Dengue,439
2017-12-31,Region IV-A (CALABARZON),Dengue,378
2018-01-07,Region IV-A (CALABARZON),Dengue,558
2018-01-14,Region IV-A (CALABARZON),Dengue,623
2018-01-21,Region IV-A (CALABARZON),Dengue,633
2018-01-28,Region IV-A (CALABARZON),Dengue,643
2018-02-04,Region IV-A (CALABARZON),Dengue,608
2018-02-11,Region IV-A (CALABARZON),Dengue,522
2018-02-18,Region IV-A (CALABARZON),Dengue,410
2018-02-25,Region IV-A (CALABARZON),Dengue,435
2018-03-04,Region IV-A (CALABARZON),Dengue,511
2018-03-11,Region IV-A (CALABARZON),Dengue,373
2018-03-18,Region IV-A (CALABARZON),Dengue,372
2018-03-25,Region IV-A (CALABARZON),Dengue,238
2018-04-01,Region IV-A (CALABARZON),Dengue,229
2018-04-08,Region IV-A (CALABARZON),Dengue,198
2018-04-15,Region IV-A (CALABARZON),Dengue,171
2018-04-22,Region IV-A (CALABARZON),Dengue,178
2018-04-29,Region IV-A (CALABARZON),Dengue,170
2018-05-06,Region IV-A (CALABARZON),Dengue,145
2018-05-13,Region IV-A (CALABARZON),Dengue,158
2018-05-20,Region IV-A (CALABARZON),Dengue,167
2018-05-27,Region IV-A (CALABARZON),Dengue,205
2018-06-03,Region IV-A (CALABARZON),Dengue,215
2018-06-10,Region IV-A (CALABARZON),Dengue,213
2018-06-17,Region IV-A (CALABARZON),Dengue,238
2018-06-24,Region IV-A (CALABARZON),Dengue,325
2018-07-01,Region IV-A (CALABARZON),Dengue,408
2018-07-08,Region IV-A (CALABARZON),Dengue,454
2018-07-15,Region IV-A (CALABARZON),Dengue,588
2018-07-22,Region IV-A (CALABARZON),Dengue,586
2018-07-29,Region IV-A (CALABARZON),Dengue,757
2018-08-05,Region IV-A (CALABARZON),Dengue,896
2018-08-12,Region IV-A (CALABARZON),Dengue,971
2018-08-19,Region IV-A (CALABARZON),Dengue,912
2018-08-26,Region IV-A (CALABARZON),Dengue,977
2018-09-02,Region IV-A (CALABARZON),Dengue,1030
2018-09-09,Region IV-A (CALABARZON),Dengue,1024
2018-09-16,Region IV-A (CALABARZON),Dengue,895
2018-09-23,Region IV-A (CALABARZON),Dengue,870
2018-09-30,Region IV-A (CALABARZON),Dengue,878
2018-10-07,Region IV-A (CALABARZON),Dengue,942
2018-10-14,Region IV-A (CALABARZON),Dengue,997
2018-10-21,Region IV-A (CALABARZON),Dengue,994
2018-10-28,Region IV-A (CALABARZON),Dengue,981
2018-11-04,Region IV-A (CALABARZON),Dengue,878
2018-11-11,Region IV-A (CALABARZON),Dengue,962
2018-11-18,Region IV-A (CALABARZON),Dengue,912
2018-11-25,Region IV-A (CALABARZON),Dengue,823
2018-12-02,Region IV-A (CALABARZON),Dengue,723
2018-12-09,Region IV-A (CALABARZON),Dengue,802
2018-12-16,Region IV-A (CALABARZON),Dengue,564
2018-12-23,Region IV-A (CALABARZON),Dengue,520
2018-12-30,Region IV-A (CALABARZON),Dengue,528
2019-01-06,Region IV-A (CALABARZON),Dengue,0
2019-01-13,Region IV-A (CALABARZON),Dengue,316
2019-01-20,Region IV-A (CALABARZON),Dengue,919
2019-01-27,Region IV-A (CALABARZON),Dengue,922
2019-02-03,Region IV-A (CALABARZON),Dengue,934
2019-02-10,Region IV-A (CALABARZON),Dengue,803
2019-02-17,Region IV-A (CALABARZON),Dengue,786
2019-02-24,Region IV-A (CALABARZON),Dengue,729
2019-03-03,Region IV-A (CALABARZON),Dengue,585
2019-03-10,Region IV-A (CALABARZON),Dengue,495
2019-03-17,Region IV-A (CALABARZON),Dengue,459
2019-03-24,Region IV-A (CALABARZON),Dengue,381
2019-03-31,Region IV-A (CALABARZON),Dengue,332
2019-04-07,Region IV-A (CALABARZON),Dengue,270
2019-04-14,Region IV-A (CALABARZON),Dengue,223
2019-04-21,Region IV-A (CALABARZON),Dengue,198
2019-04-28,Region IV-A (CALABARZON),Dengue,201
2019-05-05,Region IV-A (CALABARZON),Dengue,208
2019-05-12,Region IV-A (CALABARZON),Dengue,210
2019-05-19,Region IV-A (CALABARZON),Dengue,231
2019-05-26,Region IV-A (CALABARZON),Dengue,260
2019-06-02,Region IV-A (CALABARZON),Dengue,232
2019-06-09,Region IV-A (CALABARZON),Dengue,329
2019-06-16,Region IV-A (CALABARZON),Dengue,449
2019-06-23,Region IV-A (CALABARZON),Dengue,614
2019-06-30,Region IV-A (CALABARZON),Dengue,907
2019-07-07,Region IV-A (CALABARZON),Dengue,1113
2019-07-14,Region IV-A (CALABARZON),Dengue,1223
2019-07-21,Region IV-A (CALABARZON),Dengue,1731
2019-07-28,Region IV-A (CALABARZON),Dengue,2298
2019-08-04,Region IV-A (CALABARZON),Dengue,3354
2019-08-11,Region IV-A (CALABARZON),Dengue,3941
2019-08-18,Region IV-A (CALABARZON),Dengue,3651
2019-08-25,Region IV-A (CALABARZON),Dengue,4101
2019-09-01,Region IV-A (CALABARZON),Dengue,4722
2019-09-08,Region IV-A (CALABARZON),Dengue,4693
