disease,region,iso_week,p50,p75
Dengue,Region VIII (Eastern Visayas),35,198.5,548.75
Dengue,Region VIII (Eastern Visayas),36,219.5,498.5
Dengue,Region VIII (Eastern Visayas),37,194.5,506.75
Dengue,Region VIII (Eastern Visayas),38,204.0,574.0
Dengue,Region VIII (Eastern Visayas),39,176.0,379.25
Dengue,Region VIII (Eastern Visayas),40,229.0,448.25
Dengue,Region VIII (Eastern Visayas),41,221.5,448.25
Dengue,Region VIII (Eastern Visayas),42,252.0,481.25
Dengue,Region VIII (Eastern Visayas),43,247.5,453.0
Dengue,Region VIII (Eastern Visayas),44,215.0,382.25
Dengue,Region VIII (Eastern Visayas),45,150.0,282.75
Dengue,Region VIII (Eastern Visayas),46,199.0,354.0
Dengue,Region VIII (Eastern Visayas),47,189.5,339.75
Dengue,Region VIII (Eastern Visayas),48,161.5,249.0
Dengue,Region VIII (Eastern Visayas),49,106.5,218.75
Dengue,Region VIII (Eastern Visayas),50,103.5,232.75
Dengue,Region VIII (Eastern Visayas),51,104.0,237.25
Dengue,Region VIII (Eastern Visayas),52,65.0,182.5
Dengue,Region X (Northern Mindanao),1,209.0,339.5
Dengue,Region X (Northern Mindanao),2,271.0,338.75
Dengue,Region X (Northern Mindanao),3,294.0,424.25
Dengue,Region X (Northern Mindanao),4,258.0,365.75
Dengue,Region X (Northern Mindanao),5,257.5,374.25
Dengue,Region X (Northern Mindanao),6,242.5,353.5
Dengue,Region X (Northern Mindanao),7,205.0,309.5
Dengue,Region X (Northern Mindanao),8,187.0,278.25
Dengue,Region X (Northern Mindanao),9,215.0,302.5
Dengue,Region X (Northern Mindanao),10,208.0,264.0
Dengue,Region X (Northern Mindanao),11,196.0,256.25
Dengue,Region X (Northern Mindanao),12,180.5,233.75
Dengue,Region X (Northern Mindanao),13,173.5,235.25
Dengue,Region X (Northern Mindanao),14,168.0,208.5
Dengue,Region X (Northern Mindanao),15,141.5,185.75
Dengue,Region X (Northern Mindanao),16,200.0,205.5
Dengue,Region X (Northern Mindanao),17,197.5,222.75
Dengue,Region X (Northern Mindanao),18,157.5,192.25
Dengue,Region X (Northern Mindanao),19,203.0,226.5
Dengue,Region X (Northern Mindanao),20,181.5,246.75
Dengue,Region X (Northern Mindanao),21,197.0,255.25
Dengue,Region X (Northern Mindanao),22,217.0,288.0
Dengue,Region X (Northern Mindanao),23,300.5,383.25
Dengue,Region X (Northern Mindanao),24,323.5,393.5
Dengue,Region X (Northern Mindanao),25,411.5,505.75
Dengue,Region X (Northern Mindanao),26,474.5,633.75
Dengue,Region X (Northern Mindanao),27,486.5,607.5
Dengue,Region X (Northern Mindanao),28,534.0,671.25
Dengue,Region X (Northern Mindanao),29,590.5,738.25
Dengue,Region X (Northern Mindanao),30,705.0,850.0
Dengue,Region X (Northern Mindanao),31,718.0,860.5
Dengue,Region X (Northern Mindanao),32,745.5,911.0
Dengue,Region X (Northern Mindanao),33,760.0,858.25
Dengue,Region X (Northern Mindanao),34,680.5,829.5
Dengue,Region X (Northern Mindanao),35,656.5,768.25
Dengue,Region X (Northern Mindanao),36,617.0,734.25
Dengue,Region X (Northern Mindanao),37,573.5,674.25
Dengue,Region X (Northern Mindanao),38,631.0,885.75
Dengue,Region X (Northern Mindanao),39,483.0,604.25
Dengue,Region X (Northern Mindanao),40,487.5,529.0
Dengue,Region X (Northern Mindanao),41,433.0,532.25
Dengue,Region X (Northern Mindanao),42,386.5,506.25
Dengue,Region X (Northern Mindanao),43,356.0,483.0
Dengue,Region X (Northern Mindanao),44,351.5,464.0
Dengue,Region X (Northern Mindanao),45,367.5,652.5
Dengue,Region X (Northern Mindanao),46,370.5,694.0
Dengue,Region X (Northern Mindanao),47,392.0,530.25
Dengue,Region X (Northern Mindanao),48,349.5,495.0
Dengue,Region X (Northern Mindanao),49,356.0,502.0
Dengue,Region X (Northern Mindanao),50,286.5,442.0
Dengue,Region X (Northern Mindanao),51,245.0,365.5
Dengue,Region X (Northern Mindanao),52,213.0,336.0
Dengue,Region XI (Davao),1,55.5,101.75
Dengue,Region XI (Davao),2,139.5,157.25
Dengue,Region XI (Davao),3,194.0,233.0
Dengue,Region XI (Davao),4,220.0,260.25
Dengue,Region XI (Davao),5,171.5,212.25
Dengue,Region XI (Davao),6,157.5,174.0
Dengue,Region XI (Davao),7,136.5,181.0
Dengue,Region XI (Davao),8,119.0,165.75
Dengue,Region XI (Davao),9,119.5,152.5
Dengue,Region XI (Davao),10,118.0,168.5
Dengue,Region XI (Davao),11,103.0,135.75
Dengue,Region XI (Davao),12,93.5,141.25
Dengue,Region XI (Davao),13,80.0,119.25
Dengue,Region XI (Davao),14,76.0,101.75
Dengue,Region XI (Davao),15,80.5,108.5
Dengue,Region XI (Davao),16,56.0,86.5
Dengue,Region XI (Davao),17,61.0,90.0
Dengue,Region XI (Davao),18,58.0,84.75
Dengue,Region XI (Davao),19,60.5,75.0
Dengue,Region XI (Davao),20,65.5,77.75
Dengue,Region XI (Davao),21,68.5,85.25
Dengue,Region XI (Davao),22,75.0,119.5
Dengue,Region XI (Davao),23,96.0,133.75
Dengue,Region XI (Davao),24,107.0,155.25
Dengue,Region XI (Davao),25,153.5,203.0
Dengue,Region XI (Davao),26,186.5,238.0
Dengue,Region XI (Davao),27,188.0,272.5
Dengue,Region XI (Davao),28,156.5,275.0
Dengue,Region XI (Davao),29,253.0,348.0
Dengue,Region XI (Davao),30,265.0,435.25
Dengue,Region XI (Davao),31,260.5,354.0
Dengue,Region XI (Davao),32,283.0,390.75
Dengue,Region XI (Davao),33,275.5,375.0
Dengue,Region XI (Davao),34,261.0,359.0
Dengue,Region XI (Davao),35,235.5,304.75
Dengue,Region XI (Davao),36,146.0,172.75
Dengue,Region XI (Davao),37,206.5,256.75
Dengue,Region XI (Davao),38,172.5,214.25
Dengue,Region XI (Davao),39,161.0,192.25
Dengue,Region XI (Davao),40,146.0,168.5
Dengue,Region XI (Davao),41,142.5,167.5
Dengue,Region XI (Davao),42,146.5,149.0
Dengue,Region XI (Davao),43,136.5,165.0
Dengue,Region XI (Davao),44,148.0,176.75
Dengue,Region XI (Davao),45,136.5,178.75
Dengue,Region XI (Davao),46,150.5,174.75
Dengue,Region XI (Davao),47,141.0,200.0
Dengue,Region XI (Davao),48,118.0,160.0
Dengue,Region XI (Davao),49,142.0,177.75
Dengue,Region XI (Davao),50,134.5,172.75
Dengue,Region XI (Davao),51,138.0,155.0
Dengue,Region XI (Davao),52,91.5,149.75
Dengue,Region XII (SOCCSKSARGEN),1,235.5,388.5
Dengue,Region XII (SOCCSKSARGEN),2,263.5,302.0
Dengue,Region XII (SOCCSKSARGEN),3,290.5,340.25
Dengue,Region XII (SOCCSKSARGEN),4,255.0,286.75
Dengue,Region XII (SOCCSKSARGEN),5,248.0,304.25
Dengue,Region XII (SOCCSKSARGEN),6,206.0,257.0
Dengue,Region XII (SOCCSKSARGEN),7,230.0,289.5
Dengue,Region XII (SOCCSKSARGEN),8,243.5,329.25
Dengue,Region XII (SOCCSKSARGEN),9,221.5,295.5
Dengue,Region XII (SOCCSKSARGEN),10,221.5,261.5
Dengue,Region XII (SOCCSKSARGEN),11,193.0,268.0
Dengue,Region XII (SOCCSKSARGEN),12,197.5,248.5
Dengue,Region XII (SOCCSKSARGEN),13,154.5,196.75
Dengue,Region XII (SOCCSKSARGEN),14,218.0,253.0
Dengue,Region XII (SOCCSKSARGEN),15,193.0,205.0
Dengue,Region XII (SOCCSKSARGEN),16,172.0,215.5
Dengue,Region XII (SOCCSKSARGEN),17,163.5,232.25
Dengue,Region XII (SOCCSKSARGEN),18,172.0,213.25
Dengue,Region XII (SOCCSKSARGEN),19,172.5,222.0
Dengue,Region XII (SOCCSKSARGEN),20,168.0,229.0
Dengue,Region XII (SOCCSKSARGEN),21,182.0,240.75
Dengue,Region XII (SOCCSKSARGEN),22,210.5,269.25
Dengue,Region XII (SOCCSKSARGEN),23,258.5,333.25
Dengue,Region XII (SOCCSKSARGEN),24,292.0,394.0
Dengue,Region XII (SOCCSKSARGEN),25,313.5,447.25
Dengue,Region XII (SOCCSKSARGEN),26,362.0,536.5
Dengue,Region XII (SOCCSKSARGEN),27,401.0,617.25
Dengue,Region XII (SOCCSKSARGEN),28,435.5,676.0
Dengue,Region XII (SOCCSKSARGEN),29,516.0,762.75
Dengue,Region XII (SOCCSKSARGEN),30,508.5,797.75
Dengue,Region XII (SOCCSKSARGEN),31,447.5,711.0
Dengue,Region XII (SOCCSKSARGEN),32,442.5,733.75
Dengue,Region XII (SOCCSKSARGEN),33,445.0,716.25
Dengue,Region XII (SOCCSKSARGEN),34,419.5,670.25
Dengue,Region XII (SOCCSKSARGEN),35,202.0,324.5
Dengue,Region XII (SOCCSKSARGEN),36,388.5,572.75
Dengue,Region XII (SOCCSKSARGEN),37,181.0,285.0
Dengue,Region XII (SOCCSKSARGEN),38,289.5,404.5
Dengue,Region XII (SOCCSKSARGEN),39,179.0,231.25
Dengue,Region XII (SOCCSKSARGEN),40,285.0,356.0
Dengue,Region XII (SOCCSKSARGEN),41,184.0,270.75
Dengue,Region XII (SOCCSKSARGEN),42,256.0,318.5
Dengue,Region XII (SOCCSKSARGEN),43,147.0,198.75
Dengue,Region XII (SOCCSKSARGEN),44,201.5,245.25
Dengue,Region XII (SOCCSKSARGEN),45,133.0,181.0
Dengue,Region XII (SOCCSKSARGEN),46,220.5,285.25
Dengue,Region XII (SOCCSKSARGEN),47,198.0,272.25
Dengue,Region XII (SOCCSKSARGEN),48,184.5,295.5
Dengue,Region XII (SOCCSKSARGEN),49,176.5,265.25
Dengue,Region XII (SOCCSKSARGEN),50,171.5,266.25
Dengue,Region XII (SOCCSKSARGEN),51,141.5,220.0
Dengue,Region XII (SOCCSKSARGEN),52,140.5,216.0
