Year,Month,Morbidity Weel,Region,Cases,Deaths
2022,6,23,NEGROS ISLAND REGION (NIR),342,1
2022,6,23,REGION I (ILOCOS REGION),176,1
2022,6,23,REGION II (CAGAYAN VALLEY),486,1
2022,6,23,REGION III (CENTRAL LUZON),1247,5
2022,6,23,REGION IV-A (CALABARZON),589,2
2022,6,23,REGION IX (ZAMBOANGA PENINSULA),454,2
2022,6,23,REGION V (BICOL REGION),81,0
2022,6,23,REGION VI (WESTERN VISAYAS),423,0
2022,6,23,REGION VII (CENTRAL VISAYAS),651,4
2022,6,23,REGION VIII (EASTERN VISAYAS),241,0
2022,6,23,REGION X (NORTHERN MINDANAO),354,0
2022,6,23,REGION XI (DAVAO REGION),230,0
2022,6,23,REGION XII (SOCCSKSARGEN),304,4
2022,6,23,REGION XIII (CARAGA),128,0
2022,6,24,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),186,3
2022,6,24,CORDILLERA ADMINISTRATIVE REGION (CAR),672,1
2022,6,24,MIMAROPA REGION,350,2
2022,6,24,NATIONAL CAPITAL REGION (NCR),704,2
2022,6,24,NEGROS ISLAND REGION (NIR),345,1
2022,6,24,REGION I (ILOCOS REGION),193,0
2022,6,24,REGION II (CAGAYAN VALLEY),726,0
2022,6,24,REGION III (CENTRAL LUZON),1525,5
2022,6,24,REGION IV-A (CALABARZON),678,0
2022,6,24,REGION IX (ZAMBOANGA PENINSULA),434,1
2022,6,24,REGION V (BICOL REGION),98,1
2022,6,24,REGION VI (WESTERN VISAYAS),425,0
2022,6,24,REGION VII (CENTRAL VISAYAS),695,1
2022,6,24,REGION VIII (EASTERN VISAYAS),218,0
2022,6,24,REGION X (NORTHERN MINDANAO),364,3
2022,6,24,REGION XI (DAVAO REGION),261,0
2022,6,24,REGION XII (SOCCSKSARGEN),250,2
2022,6,24,REGION XIII (CARAGA),164,0
2022,6,25,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),193,0
2022,6,25,CORDILLERA ADMINISTRATIVE REGION (CAR),821,1
2022,6,25,MIMAROPA REGION,364,5
2022,6,25,NATIONAL CAPITAL REGION (NCR),828,1
2022,6,25,NEGROS ISLAND REGION (NIR),408,4
2022,6,25,REGION I (ILOCOS REGION),245,1
2022,6,25,REGION II (CAGAYAN VALLEY),936,0
2022,6,25,REGION III (CENTRAL LUZON),2059,4
2022,6,25,REGION IV-A (CALABARZON),807,2
2022,6,25,REGION IX (ZAMBOANGA PENINSULA),432,2
2022,6,25,REGION V (BICOL REGION),111,0
2022,6,25,REGION VI (WESTERN VISAYAS),483,3
2022,6,25,REGION VII (CENTRAL VISAYAS),614,2
2022,6,25,REGION VIII (EASTERN VISAYAS),190,0
2022,6,25,REGION X (NORTHERN MINDANAO),366,1
2022,6,25,REGION XI (DAVAO REGION),240,0
2022,6,25,REGION XII (SOCCSKSARGEN),237,1
2022,6,25,REGION XIII (CARAGA),168,1
2022,6,26,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),117,2
2022,6,26,CORDILLERA ADMINISTRATIVE REGION (CAR),592,1
2022,6,26,MIMAROPA REGION,274,2
2022,6,26,NATIONAL CAPITAL REGION (NCR),530,4
2022,6,26,NEGROS ISLAND REGION (NIR),288,5
2022,6,26,REGION I (ILOCOS REGION),178,0
2022,6,26,REGION II (CAGAYAN VALLEY),666,1
2022,6,26,REGION III (CENTRAL LUZON),1471,4
2022,6,26,REGION IV-A (CALABARZON),606,3
2022,6,26,REGION IX (ZAMBOANGA PENINSULA),218,2
2022,6,26,REGION V (BICOL REGION),60,1
2022,6,26,REGION VI (WESTERN VISAYAS),377,4
2022,6,26,REGION VII (CENTRAL VISAYAS),360,2
2022,6,26,REGION VIII (EASTERN VISAYAS),147,0
2022,6,26,REGION X (NORTHERN MINDANAO),244,0
2022,6,26,REGION XI (DAVAO REGION),153,1
2022,6,26,REGION XII (SOCCSKSARGEN),176,1
2022,6,26,REGION XIII (CARAGA),86,0
2022,7,26,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),75,1
2022,7,26,CORDILLERA ADMINISTRATIVE REGION (CAR),235,0
2022,7,26,MIMAROPA REGION,149,0
2022,7,26,NATIONAL CAPITAL REGION (NCR),232,1
2022,7,26,NEGROS ISLAND REGION (NIR),140,1
2022,7,26,REGION I (ILOCOS REGION),77,0
2022,7,26,REGION II (CAGAYAN VALLEY),287,0
2022,7,26,REGION III (CENTRAL LUZON),678,1
2022,7,26,REGION IV-A (CALABARZON),286,0
2022,7,26,REGION IX (ZAMBOANGA PENINSULA),109,1
2022,7,26,REGION V (BICOL REGION),33,1
2022,7,26,REGION VI (WESTERN VISAYAS),137,0
2022,7,26,REGION VII (CENTRAL VISAYAS),162,1
2022,7,26,REGION VIII (EASTERN VISAYAS),66,0
2022,7,26,REGION X (NORTHERN MINDANAO),129,0
2022,7,26,REGION XI (DAVAO REGION),61,0
2022,7,26,REGION XII (SOCCSKSARGEN),59,0
2022,7,26,REGION XIII (CARAGA),49,0
2022,7,27,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),208,0
2022,7,27,CORDILLERA ADMINISTRATIVE REGION (CAR),775,1
2022,7,27,MIMAROPA REGION,542,2
2022,7,27,NATIONAL CAPITAL REGION (NCR),956,2
2022,7,27,NEGROS ISLAND REGION (NIR),433,2
2022,7,27,REGION I (ILOCOS REGION),374,2
2022,7,27,REGION II (CAGAYAN VALLEY),1001,1
2022,7,27,REGION III (CENTRAL LUZON),2582,6
2022,7,27,REGION IV-A (CALABARZON),1144,3
2022,7,27,REGION IX (ZAMBOANGA PENINSULA),354,3
2022,7,27,REGION V (BICOL REGION),102,0
2022,7,27,REGION VI (WESTERN VISAYAS),630,1
2022,7,27,REGION VII (CENTRAL VISAYAS),403,2
2022,7,27,REGION VIII (EASTERN VISAYAS),245,1
2022,7,27,REGION X (NORTHERN MINDANAO),381,0
2022,7,27,REGION XI (DAVAO REGION),197,2
2022,7,27,REGION XII (SOCCSKSARGEN),192,0
2022,7,27,REGION XIII (CARAGA),149,2
2022,7,28,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),221,0
2022,7,28,CORDILLERA ADMINISTRATIVE REGION (CAR),949,6
2022,7,28,MIMAROPA REGION,618,4
2022,7,28,NATIONAL CAPITAL REGION (NCR),1199,4
2022,7,28,NEGROS ISLAND REGION (NIR),465,2
2022,7,28,REGION I (ILOCOS REGION),331,1
2022,7,28,REGION II (CAGAYAN VALLEY),1019,1
2022,7,28,REGION III (CENTRAL LUZON),2892,4
2022,7,28,REGION IV-A (CALABARZON),1185,3
2022,7,28,REGION IX (ZAMBOANGA PENINSULA),281,1
2022,7,28,REGION V (BICOL REGION),66,0
2022,7,28,REGION VI (WESTERN VISAYAS),625,5
2022,7,28,REGION VII (CENTRAL VISAYAS),557,2
2022,7,28,REGION VIII (EASTERN VISAYAS),240,1
2022,7,28,REGION X (NORTHERN MINDANAO),336,0
2022,7,28,REGION XI (DAVAO REGION),226,0
2022,7,28,REGION XII (SOCCSKSARGEN),179,0
2022,7,28,REGION XIII (CARAGA),166,0
2022,7,29,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),176,4
2022,7,29,CORDILLERA ADMINISTRATIVE REGION (CAR),874,1
2022,7,29,MIMAROPA REGION,558,1
2022,7,29,NATIONAL CAPITAL REGION (NCR),1191,1
2022,7,29,NEGROS ISLAND REGION (NIR),446,3
2022,7,29,REGION I (ILOCOS REGION),352,0
2022,7,29,REGION II (CAGAYAN VALLEY),915,1
2022,7,29,REGION III (CENTRAL LUZON),3047,8
2022,7,29,REGION IV-A (CALABARZON),1218,1
2022,7,29,REGION IX (ZAMBOANGA PENINSULA),289,0
2022,7,29,REGION V (BICOL REGION),114,0
2022,7,29,REGION VI (WESTERN VISAYAS),593,5
2022,7,29,REGION VII (CENTRAL VISAYAS),505,5
2022,7,29,REGION VIII (EASTERN VISAYAS),204,1
2022,7,29,REGION X (NORTHERN MINDANAO),296,1
2022,7,29,REGION XI (DAVAO REGION),206,0
2022,7,29,REGION XII (SOCCSKSARGEN),170,0
2022,7,29,REGION XIII (CARAGA),176,0
2022,7,30,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),165,0
2022,7,30,CORDILLERA ADMINISTRATIVE REGION (CAR),928,1
2022,7,30,MIMAROPA REGION,495,3
2022,7,30,NATIONAL CAPITAL REGION (NCR),1210,2
2022,7,30,NEGROS ISLAND REGION (NIR),517,0
2022,7,30,REGION I (ILOCOS REGION),442,1
2022,7,30,REGION II (CAGAYAN VALLEY),769,1
2022,7,30,REGION III (CENTRAL LUZON),3086,2
2022,7,30,REGION IV-A (CALABARZON),1268,0
2022,7,30,REGION IX (ZAMBOANGA PENINSULA),294,1
2022,7,30,REGION V (BICOL REGION),107,1
2022,7,30,REGION VI (WESTERN VISAYAS),504,5
2022,7,30,REGION VII (CENTRAL VISAYAS),486,2
2022,7,30,REGION VIII (EASTERN VISAYAS),179,0
2022,7,30,REGION X (NORTHERN MINDANAO),361,3
2022,7,30,REGION XI (DAVAO REGION),220,0
2022,7,30,REGION XII (SOCCSKSARGEN),120,1
2022,7,30,REGION XIII (CARAGA),183,1
2022,7,31,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),14,0
2022,7,31,CORDILLERA ADMINISTRATIVE REGION (CAR),158,0
2022,7,31,MIMAROPA REGION,72,0
2022,7,31,NATIONAL CAPITAL REGION (NCR),199,5
2022,7,31,NEGROS ISLAND REGION (NIR),53,0
2022,7,31,REGION I (ILOCOS REGION),55,0
2022,7,31,REGION II (CAGAYAN VALLEY),163,0
2022,7,31,REGION III (CENTRAL LUZON),508,1
2022,7,31,REGION IV-A (CALABARZON),193,1
2022,7,31,REGION IX (ZAMBOANGA PENINSULA),33,0
2022,7,31,REGION V (BICOL REGION),17,1
2022,7,31,REGION VI (WESTERN VISAYAS),73,0
2022,7,31,REGION VII (CENTRAL VISAYAS),90,0
2022,7,31,REGION VIII (EASTERN VISAYAS),35,0
2022,7,31,REGION X (NORTHERN MINDANAO),42,0
2022,7,31,REGION XI (DAVAO REGION),41,0
2022,7,31,REGION XII (SOCCSKSARGEN),15,0
2022,7,31,REGION XIII (CARAGA),14,0
2022,8,31,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),157,3
2022,8,31,CORDILLERA ADMINISTRATIVE REGION (CAR),739,1
2022,8,31,MIMAROPA REGION,424,1
2022,8,31,NATIONAL CAPITAL REGION (NCR),1328,2
2022,8,31,NEGROS ISLAND REGION (NIR),416,8
2022,8,31,REGION I (ILOCOS REGION),329,1
2022,8,31,REGION II (CAGAYAN VALLEY),796,0
2022,8,31,REGION III (CENTRAL LUZON),2641,5
2022,8,31,REGION IV-A (CALABARZON),1111,3
2022,8,31,REGION IX (ZAMBOANGA PENINSULA),225,1
2022,8,31,REGION V (BICOL REGION),75,0
2022,8,31,REGION VI (WESTERN VISAYAS),419,1
2022,8,31,REGION VII (CENTRAL VISAYAS),393,2
2022,8,31,REGION VIII (EASTERN VISAYAS),185,0
2022,8,31,REGION X (NORTHERN MINDANAO),272,1
2022,8,31,REGION XI (DAVAO REGION),179,1
2022,8,31,REGION XII (SOCCSKSARGEN),165,0
2022,8,31,REGION XIII (CARAGA),140,1
2022,8,32,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),149,3
2022,8,32,CORDILLERA ADMINISTRATIVE REGION (CAR),800,3
2022,8,32,MIMAROPA REGION,409,2
2022,8,32,NATIONAL CAPITAL REGION (NCR),1418,5
2022,8,32,NEGROS ISLAND REGION (NIR),409,1
2022,8,32,REGION I (ILOCOS REGION),342,0
2022,8,32,REGION II (CAGAYAN VALLEY),758,0
2022,8,32,REGION III (CENTRAL LUZON),2526,9
2022,8,32,REGION IV-A (CALABARZON),1190,1
2022,8,32,REGION IX (ZAMBOANGA PENINSULA),217,0
2022,8,32,REGION V (BICOL REGION),80,2
2022,8,32,REGION VI (WESTERN VISAYAS),369,3
2022,8,32,REGION VII (CENTRAL VISAYAS),422,1
2022,8,32,REGION VIII (EASTERN VISAYAS),177,1
2022,8,32,REGION X (NORTHERN MINDANAO),324,0
2022,8,32,REGION XI (DAVAO REGION),247,0
2022,8,32,REGION XII (SOCCSKSARGEN),138,0
2022,8,32,REGION XIII (CARAGA),140,1
2022,8,33,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),196,1
2022,8,33,CORDILLERA ADMINISTRATIVE REGION (CAR),706,1
2022,8,33,MIMAROPA REGION,360,3
2022,8,33,NATIONAL CAPITAL REGION (NCR),1395,8
2022,8,33,NEGROS ISLAND REGION (NIR),350,1
2022,8,33,REGION I (ILOCOS REGION),343,2
2022,8,33,REGION II (CAGAYAN VALLEY),653,2
2022,8,33,REGION III (CENTRAL LUZON),2137,4
2022,8,33,REGION IV-A (CALABARZON),1119,5
2022,8,33,REGION IX (ZAMBOANGA PENINSULA),213,0
2022,8,33,REGION V (BICOL REGION),80,0
2022,8,33,REGION VI (WESTERN VISAYAS),262,0
2022,8,33,REGION VII (CENTRAL VISAYAS),376,0
2022,8,33,REGION VIII (EASTERN VISAYAS),191,0
2022,8,33,REGION X (NORTHERN MINDANAO),288,0
2022,8,33,REGION XI (DAVAO REGION),208,0
2022,8,33,REGION XII (SOCCSKSARGEN),149,1
2022,8,33,REGION XIII (CARAGA),190,0
2022,8,34,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),180,1
2022,8,34,CORDILLERA ADMINISTRATIVE REGION (CAR),673,0
2022,8,34,MIMAROPA REGION,268,1
2022,8,34,NATIONAL CAPITAL REGION (NCR),1347,2
2022,8,34,NEGROS ISLAND REGION (NIR),305,4
2022,8,34,REGION I (ILOCOS REGION),331,1
2022,8,34,REGION II (CAGAYAN VALLEY),614,0
2022,8,34,REGION III (CENTRAL LUZON),1887,2
2022,8,34,REGION IV-A (CALABARZON),1067,2
2022,8,34,REGION IX (ZAMBOANGA PENINSULA),203,1
2022,8,34,REGION V (BICOL REGION),54,0
2022,8,34,REGION VI (WESTERN VISAYAS),245,0
2022,8,34,REGION VII (CENTRAL VISAYAS),333,6
2022,8,34,REGION VIII (EASTERN VISAYAS),160,1
2022,8,34,REGION X (NORTHERN MINDANAO),264,0
2022,8,34,REGION XI (DAVAO REGION),215,0
2022,8,34,REGION XII (SOCCSKSARGEN),135,0
2022,8,34,REGION XIII (CARAGA),150,1
2022,8,35,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),66,0
2022,8,35,CORDILLERA ADMINISTRATIVE REGION (CAR),323,0
2022,8,35,MIMAROPA REGION,137,0
2022,8,35,NATIONAL CAPITAL REGION (NCR),699,1
2022,8,35,NEGROS ISLAND REGION (NIR),136,0
2022,8,35,REGION I (ILOCOS REGION),157,0
2022,8,35,REGION II (CAGAYAN VALLEY),384,0
2022,8,35,REGION III (CENTRAL LUZON),878,2
2022,8,35,REGION IV-A (CALABARZON),533,0
2022,8,35,REGION IX (ZAMBOANGA PENINSULA),113,3
2022,8,35,REGION V (BICOL REGION),36,0
2022,8,35,REGION VI (WESTERN VISAYAS),140,1
2022,8,35,REGION VII (CENTRAL VISAYAS),201,0
2022,8,35,REGION VIII (EASTERN VISAYAS),78,1
2022,8,35,REGION X (NORTHERN MINDANAO),91,1
2022,8,35,REGION XI (DAVAO REGION),111,0
2022,8,35,REGION XII (SOCCSKSARGEN),57,0
2022,8,35,REGION XIII (CARAGA),90,1
2022,9,35,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),78,1
2022,9,35,CORDILLERA ADMINISTRATIVE REGION (CAR),293,0
2022,9,35,MIMAROPA REGION,111,0
2022,9,35,NATIONAL CAPITAL REGION (NCR),578,3
2022,9,35,NEGROS ISLAND REGION (NIR),119,0
2022,9,35,REGION I (ILOCOS REGION),121,1
2022,9,35,REGION II (CAGAYAN VALLEY),350,0
2022,9,35,REGION III (CENTRAL LUZON),905,3
2022,9,35,REGION IV-A (CALABARZON),546,2
2022,9,35,REGION IX (ZAMBOANGA PENINSULA),116,0
2022,9,35,REGION V (BICOL REGION),32,2
2022,9,35,REGION VI (WESTERN VISAYAS),118,0
2022,9,35,REGION VII (CENTRAL VISAYAS),161,1
2022,9,35,REGION VIII (EASTERN VISAYAS),73,0
2022,9,35,REGION X (NORTHERN MINDANAO),122,1
2022,9,35,REGION XI (DAVAO REGION),101,0
2022,9,35,REGION XII (SOCCSKSARGEN),67,0
2022,9,35,REGION XIII (CARAGA),72,0
2022,9,36,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),174,1
2022,9,36,CORDILLERA ADMINISTRATIVE REGION (CAR),563,0
2022,9,36,MIMAROPA REGION,229,3
2022,9,36,NATIONAL CAPITAL REGION (NCR),1511,2
2022,9,36,NEGROS ISLAND REGION (NIR),278,2
2022,9,36,REGION I (ILOCOS REGION),267,2
2022,9,36,REGION II (CAGAYAN VALLEY),719,0
2022,9,36,REGION III (CENTRAL LUZON),1694,6
2022,9,36,REGION IV-A (CALABARZON),1068,3
2022,9,36,REGION IX (ZAMBOANGA PENINSULA),224,0
2022,9,36,REGION V (BICOL REGION),48,1
2022,9,36,REGION VI (WESTERN VISAYAS),237,3
2022,9,36,REGION VII (CENTRAL VISAYAS),354,3
2022,9,36,REGION VIII (EASTERN VISAYAS),163,0
2022,9,36,REGION X (NORTHERN MINDANAO),314,0
2022,9,36,REGION XI (DAVAO REGION),235,0
2022,9,36,REGION XII (SOCCSKSARGEN),156,0
2022,9,36,REGION XIII (CARAGA),168,1
2022,9,37,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),155,1
2022,9,37,CORDILLERA ADMINISTRATIVE REGION (CAR),592,0
2022,9,37,MIMAROPA REGION,204,2
2022,9,37,NATIONAL CAPITAL REGION (NCR),1411,2
2022,9,37,NEGROS ISLAND REGION (NIR),233,1
2022,9,37,REGION I (ILOCOS REGION),208,0
2022,9,37,REGION II (CAGAYAN VALLEY),669,0
2022,9,37,REGION III (CENTRAL LUZON),1477,4
2022,9,37,REGION IV-A (CALABARZON),901,1
2022,9,37,REGION IX (ZAMBOANGA PENINSULA),197,1
2022,9,37,REGION V (BICOL REGION),41,0
2022,9,37,REGION VI (WESTERN VISAYAS),197,0
2022,9,37,REGION VII (CENTRAL VISAYAS),328,4
2022,9,37,REGION VIII (EASTERN VISAYAS),138,0
2022,9,37,REGION X (NORTHERN MINDANAO),261,3
2022,9,37,REGION XI (DAVAO REGION),264,0
2022,9,37,REGION XII (SOCCSKSARGEN),106,0
2022,9,37,REGION XIII (CARAGA),169,0
2022,9,38,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),147,0
2022,9,38,CORDILLERA ADMINISTRATIVE REGION (CAR),483,0
2022,9,38,MIMAROPA REGION,175,3
2022,9,38,NATIONAL CAPITAL REGION (NCR),1196,0
2022,9,38,NEGROS ISLAND REGION (NIR),219,1
2022,9,38,REGION I (ILOCOS REGION),177,0
2022,9,38,REGION II (CAGAYAN VALLEY),563,1
2022,9,38,REGION III (CENTRAL LUZON),1267,2
2022,9,38,REGION IV-A (CALABARZON),757,0
2022,9,38,REGION IX (ZAMBOANGA PENINSULA),186,1
2022,9,38,REGION V (BICOL REGION),36,2
2022,9,38,REGION VI (WESTERN VISAYAS),167,2
2022,9,38,REGION VII (CENTRAL VISAYAS),293,0
2022,9,38,REGION VIII (EASTERN VISAYAS),145,1
2022,9,38,REGION X (NORTHERN MINDANAO),272,2
2022,9,38,REGION XI (DAVAO REGION),229,0
2022,9,38,REGION XII (SOCCSKSARGEN),147,1
2022,9,38,REGION XIII (CARAGA),168,0
2022,9,39,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),119,0
2022,9,39,CORDILLERA ADMINISTRATIVE REGION (CAR),285,0
2022,9,39,MIMAROPA REGION,130,1
2022,9,39,NATIONAL CAPITAL REGION (NCR),902,3
2022,9,39,NEGROS ISLAND REGION (NIR),148,1
2022,9,39,REGION I (ILOCOS REGION),143,0
2022,9,39,REGION II (CAGAYAN VALLEY),392,0
2022,9,39,REGION III (CENTRAL LUZON),987,3
2022,9,39,REGION IV-A (CALABARZON),543,1
2022,9,39,REGION IX (ZAMBOANGA PENINSULA),170,1
2022,9,39,REGION V (BICOL REGION),31,0
2022,9,39,REGION VI (WESTERN VISAYAS),101,0
2022,9,39,REGION VII (CENTRAL VISAYAS),243,2
2022,9,39,REGION VIII (EASTERN VISAYAS),127,2
2022,9,39,REGION X (NORTHERN MINDANAO),218,0
2022,9,39,REGION XI (DAVAO REGION),185,0
2022,9,39,REGION XII (SOCCSKSARGEN),109,0
2022,9,39,REGION XIII (CARAGA),120,0
2022,10,39,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),26,1
2022,10,39,CORDILLERA ADMINISTRATIVE REGION (CAR),76,0
2022,10,39,MIMAROPA REGION,21,0
2022,10,39,NATIONAL CAPITAL REGION (NCR),156,1
2022,10,39,NEGROS ISLAND REGION (NIR),46,0
2022,10,39,REGION I (ILOCOS REGION),26,0
2022,10,39,REGION II (CAGAYAN VALLEY),97,0
2022,10,39,REGION III (CENTRAL LUZON),205,1
2022,10,39,REGION IV-A (CALABARZON),130,0
2022,10,39,REGION IX (ZAMBOANGA PENINSULA),42,0
2022,10,39,REGION V (BICOL REGION),12,1
2022,10,39,REGION VI (WESTERN VISAYAS),20,0
2022,10,39,REGION VII (CENTRAL VISAYAS),57,1
2022,10,39,REGION VIII (EASTERN VISAYAS),32,0
2022,10,39,REGION X (NORTHERN MINDANAO),47,0
2022,10,39,REGION XI (DAVAO REGION),33,0
2022,10,39,REGION XII (SOCCSKSARGEN),25,0
2022,10,39,REGION XIII (CARAGA),23,0
2022,10,40,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),116,0
2022,10,40,CORDILLERA ADMINISTRATIVE REGION (CAR),317,2
2022,10,40,MIMAROPA REGION,153,3
2022,10,40,NATIONAL CAPITAL REGION (NCR),1001,0
2022,10,40,NEGROS ISLAND REGION (NIR),145,0
2022,10,40,REGION I (ILOCOS REGION),154,0
2022,10,40,REGION II (CAGAYAN VALLEY),441,1
2022,10,40,REGION III (CENTRAL LUZON),1185,1
2022,10,40,REGION IV-A (CALABARZON),640,1
2022,10,40,REGION IX (ZAMBOANGA PENINSULA),140,1
2022,10,40,REGION V (BICOL REGION),16,3
2022,10,40,REGION VI (WESTERN VISAYAS),123,0
2022,10,40,REGION VII (CENTRAL VISAYAS),257,2
2022,10,40,REGION VIII (EASTERN VISAYAS),144,0
2022,10,40,REGION X (NORTHERN MINDANAO),250,2
2022,10,40,REGION XI (DAVAO REGION),230,1
2022,10,40,REGION XII (SOCCSKSARGEN),124,0
2022,10,40,REGION XIII (CARAGA),108,0
2022,10,41,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),115,0
2022,10,41,CORDILLERA ADMINISTRATIVE REGION (CAR),306,0
2022,10,41,MIMAROPA REGION,142,3
2022,10,41,NATIONAL CAPITAL REGION (NCR),906,0
2022,10,41,NEGROS ISLAND REGION (NIR),123,2
2022,10,41,REGION I (ILOCOS REGION),148,0
2022,10,41,REGION II (CAGAYAN VALLEY),375,0
2022,10,41,REGION III (CENTRAL LUZON),1047,5
2022,10,41,REGION IV-A (CALABARZON),598,1
2022,10,41,REGION IX (ZAMBOANGA PENINSULA),121,1
2022,10,41,REGION V (BICOL REGION),37,0
2022,10,41,REGION VI (WESTERN VISAYAS),91,0
2022,10,41,REGION VII (CENTRAL VISAYAS),267,0
2022,10,41,REGION VIII (EASTERN VISAYAS),169,0
2022,10,41,REGION X (NORTHERN MINDANAO),250,1
2022,10,41,REGION XI (DAVAO REGION),216,1
2022,10,41,REGION XII (SOCCSKSARGEN),116,1
2022,10,41,REGION XIII (CARAGA),108,1
2022,10,42,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),107,0
2022,10,42,CORDILLERA ADMINISTRATIVE REGION (CAR),268,1
2022,10,42,MIMAROPA REGION,172,3
2022,10,42,NATIONAL CAPITAL REGION (NCR),815,3
2022,10,42,NEGROS ISLAND REGION (NIR),124,1
2022,10,42,REGION I (ILOCOS REGION),122,0
2022,10,42,REGION II (CAGAYAN VALLEY),374,2
2022,10,42,REGION III (CENTRAL LUZON),1015,4
2022,10,42,REGION IV-A (CALABARZON),549,2
2022,10,42,REGION IX (ZAMBOANGA PENINSULA),133,0
2022,10,42,REGION V (BICOL REGION),17,0
2022,10,42,REGION VI (WESTERN VISAYAS),110,1
2022,10,42,REGION VII (CENTRAL VISAYAS),195,2
2022,10,42,REGION VIII (EASTERN VISAYAS),117,0
2022,10,42,REGION X (NORTHERN MINDANAO),213,0
2022,10,42,REGION XI (DAVAO REGION),189,0
2022,10,42,REGION XII (SOCCSKSARGEN),91,1
2022,10,42,REGION XIII (CARAGA),133,1
2022,10,43,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),106,2
2022,10,43,CORDILLERA ADMINISTRATIVE REGION (CAR),180,0
2022,10,43,MIMAROPA REGION,172,2
2022,10,43,NATIONAL CAPITAL REGION (NCR),647,1
2022,10,43,NEGROS ISLAND REGION (NIR),91,0
2022,10,43,REGION I (ILOCOS REGION),115,1
2022,10,43,REGION II (CAGAYAN VALLEY),380,2
2022,10,43,REGION III (CENTRAL LUZON),865,2
2022,10,43,REGION IV-A (CALABARZON),446,2
2022,10,43,REGION IX (ZAMBOANGA PENINSULA),142,1
2022,10,43,REGION V (BICOL REGION),15,0
2022,10,43,REGION VI (WESTERN VISAYAS),82,0
2022,10,43,REGION VII (CENTRAL VISAYAS),156,0
2022,10,43,REGION VIII (EASTERN VISAYAS),106,0
2022,10,43,REGION X (NORTHERN MINDANAO),176,0
2022,10,43,REGION XI (DAVAO REGION),184,0
2022,10,43,REGION XII (SOCCSKSARGEN),88,0
2022,10,43,REGION XIII (CARAGA),113,0
2022,10,44,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),29,1
2022,10,44,CORDILLERA ADMINISTRATIVE REGION (CAR),46,0
2022,10,44,MIMAROPA REGION,29,0
2022,10,44,NATIONAL CAPITAL REGION (NCR),178,1
2022,10,44,NEGROS ISLAND REGION (NIR),37,0
2022,10,44,REGION I (ILOCOS REGION),39,0
2022,10,44,REGION II (CAGAYAN VALLEY),76,0
2022,10,44,REGION III (CENTRAL LUZON),203,0
2022,10,44,REGION IV-A (CALABARZON),107,0
2022,10,44,REGION IX (ZAMBOANGA PENINSULA),54,0
2022,10,44,REGION V (BICOL REGION),13,0
2022,10,44,REGION VI (WESTERN VISAYAS),30,0
2022,10,44,REGION VII (CENTRAL VISAYAS),60,0
2022,10,44,REGION VIII (EASTERN VISAYAS),33,0
2022,10,44,REGION X (NORTHERN MINDANAO),61,0
2022,10,44,REGION XI (DAVAO REGION),74,0
2022,10,44,REGION XII (SOCCSKSARGEN),47,0
2022,10,44,REGION XIII (CARAGA),28,0
2022,11,44,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),95,1
2022,11,44,CORDILLERA ADMINISTRATIVE REGION (CAR),174,0
2022,11,44,MIMAROPA REGION,110,2
2022,11,44,NATIONAL CAPITAL REGION (NCR),455,2
2022,11,44,NEGROS ISLAND REGION (NIR),98,0
2022,11,44,REGION I (ILOCOS REGION),90,0
2022,11,44,REGION II (CAGAYAN VALLEY),247,0
